brand_code,brand_description
1599,"Sporanox"
1600,"Materna"
1601,"Triaminic Expectorant with Codeine"
1602,"Serentil"
1603,"Matulane"
1604,"Dextroamphetamine Sulfate"
1605,"Serevent"
1606,"Maxair"
1607,"SSD AF"
1609,"Maxaquin"
1611,"Triaminic Infant"
1613,"Ethiodol"
1614,"Dimethyl Sulfoxide"
1615,"Maxidex"
1616,"Stadol"
1617,"Seromycin"
1618,"Maxiflor"
1620,"Ethmozine"
1621,"Plendil"
1622,"Serophene"
1623,"Maxitrol"
1624,"Stanimax Gel"
1625,"Maxzide"
1626,"Dextromethorphan-Guaifenesin"
1629,"Mazanor"
1631,"Ethrane"
1633,"Serzone"
1638,"Shellcap"
1640,"Silvadene"
1641,"Tridesilon"
1642,"Pneumomist"
1644,"Silver Nitrate"
1645,"Hydroxychloroquine Sulfate"
1646,"Pneumotussin HC"
1649,"Silver Sulfadiazine"
1650,"Pneumovax 23 (obsolete)"
1652,"Tridione"
1653,"Pnu-Imune 23 (obsolete)"
1658,"Eulexin"
1660,"Polaramine"
1663,"Polaramine Expectorant"
1664,"Eurax"
1667,"Mebaral"
1668,"Sinemet"
1669,"Staphage Lysate (SPL)"
1670,"Alfenta"
1671,"Polocaine"
1672,"Mebendazole"
1673,"Sinequan"
1674,"Polycitra"
1676,"DiphenhydrAMINE Hydrochloride"
1677,"Exelderm"
1678,"Sinografin"
1680,"Skelaxin"
1681,"Exna"
1682,"Polycitra-K"
1685,"Lamprene"
1689,"Lanoxicaps"
1690,"Meclan"
1691,"Poly Hist Forte(obsolete)"
1692,"Lanoxin"
1693,"Slo-Bid Gyrocaps"
1694,"Staphcillin"
1696,"Meclizine Hydrochloride"
1697,"Slo-Phyllin"
1699,"Exsel"
1700,"Staticin"
1701,"Diphtheria Antitoxin"
1702,"Slo-Phyllin GG"
1703,"Polymyxin B Sulfate"
1705,"Slow-K"
1707,"Sodium Acetate"
1709,"Largon"
1710,"Lariam"
1711,"Larodopa"
1712,"EZ III"
1713,"Meclofenamate Sodium"
1714,"Lasix"
1717,"Lazerformalyde"
1718,"Factrel"
1719,"Poly Pred"
1720,"Sodium Bicarbonate"
1723,"Polysporin"
1724,"Lescol"
1725,"Sodium Chloride, Inhalation"
1726,"Medent"
1728,"Leucovorin Calcium"
1729,"Medent C"
1730,"Famvir"
1731,"Sodium Chloride, Injectable"
1735,"Fansidar"
1738,"Fastin"
1739,"Medrol"
1740,"Alferon N"
1741,"Fedahist"
1743,"Leukeran"
1744,"Leukine"
1745,"Polytrim"
1748,"Poly-Vi-Flor"
1749,"Stelazine"
1752,"Sodium Fluoride"
1753,"Feldene"
1754,"Poly-Vi-Flor with Iron"
1755,"Stilphostrol"
1756,"Pondimin"
1758,"Ponstel"
1759,"Femstat Prefill"
1760,"Leustatin"
1761,"Pontocaine HCl"
1763,"Hydroxyurea"
1765,"Stimate"
1767,"Fenex-PSE"
1769,"Stop"
1770,"Diphtheria-Tetanus Toxoids, Adult(obsolete)"
1772,"Streptase"
1774,"Levatol"
1775,"Dextrose-Pontocaine HCl"
1776,"Potaba"
1777,"Levbid"
1778,"Mefoxin"
1780,"Potassium Acetate"
1782,"Megace"
1784,"Megestrol Acetate"
1785,"Fentex"
1786,"Melanex"
1788,"Mellaril"
1789,"Alkeran"
1791,"Fero-Folic 500"
1793,"Allent"
1794,"Streptomycin Sulfate"
1795,"Melquin-3"
1797,"Menest"
1798,"Sodium Iodide-1-131"
1802,"Fioricet"
1804,"Levodopa"
1809,"Fioricet with Codeine"
1810,"Potassium Bicarbonate"
1811,"Levo-Dromoran"
1813,"Hygroton"
1815,"Fiorinal"
1816,"Allopurinol"
1818,"Mivacron"
1819,"Fiorinal with Codeine"
1821,"Hylorel"
1823,"Flagyl"
1824,"Potassium Chloride-Potassium Gluconate"
1825,"Flarex"
1827,"M-M-R II"
1828,"Potassium Chloride-Sodium Chloride"
1830,"Moban"
1831,"Levophed Bitartrate"
1833,"Moctanin"
1834,"Levoprome"
1835,"Modicon"
1836,"Levorphanol Tartrate"
1837,"Flexeril"
1840,"Levothroid"
1841,"Flonase"
1842,"Levothyroxine Sodium"
1843,"Menomune A/C/Y/W-135"
1845,"Alomide"
1846,"Florinef Acetate"
1847,"Potassium Iodide"
1849,"Florone"
1850,"Moduretic 5-50"
1852,"Floxin"
1856,"Levsin"
1858,"Meperidine Hydrochloride"
1859,"Potassium Phosphate"
1860,"Levsin with Phenobarbital"
1861,"Mepergan"
1862,"Fludara"
1863,"Molypen"
1865,"Librax"
1866,"Libritabs"
1869,"Flumadine"
1870,"Librium"
1871,"Povidone-Iodine"
1872,"Meperidine HCl-Promethazine HCl"
1876,"Lidex"
1877,"Alphanine SD (obsolete)"
1878,"Pramilet FA"
1879,"Monistat I.V."
1880,"Lidocaine, Topical"
1882,"Pramosone"
1883,"Fluogen"
1884,"Pravachol"
1885,"Alprazolam"
1887,"Monocid"
1889,"Fluonid"
1891,"Mephyton"
1894,"Fluorescite(obsolete)"
1895,"Monodox"
1897,"Monoket"
1899,"Mepivacaine Hydrochloride"
1900,"Mononine (obsolete)"
1901,"Monopril"
1903,"Fluor-I-Strip-A.T."
1904,"Meprobamate"
1905,"Mono-Vacc Test (O.T.)"
1906,"8-Mop"
1907,"Mepron"
1910,"Hypaque-76"
1912,"Fluor-Op"
1913,"Morphine Sulfate"
1914,"Lidocaine Hydrochloride, Injectable"
1915,"Meruvax II"
1916,"Fluoroplex"
1919,"Morrhuate Sodium"
1920,"Motofen"
1921,"Stuartnatal Plus"
1922,"Lidocaine Hydrochloride, Topical"
1923,"Motrin"
1924,"Sublimaze"
1926,"Mesantoin"
1927,"Mescolor"
1928,"M-R-Vax II"
1931,"MS Contin"
1933,"MSIR"
1936,"Hypaque Meglumine"
1937,"MSTA Mumps Skin Test Antigen"
1938,"Mestinon"
1939,"M.T.E.-7"
1940,"Succinylcholine Chloride"
1942,"Mucomyst-20"
1944,"Limbitrol"
1945,"Hypaque Sodium"
1946,"Lincocin"
1947,"Multitest CMI"
1948,"Sucralfate"
1949,"Metahydrin"
1950,"Lincomycin Hydrochloride"
1951,"Metaprel"
1953,"Sufenta"
1954,"Mumps Skin Test Antigen"
1955,"Lindane"
1956,"Metaproterenol Sulfate"
1958,"Hyperab"
1959,"Lioresal"
1961,"Mumpsvax"
1964,"Liothyronine Sodium"
1972,"Mustargen"
1973,"Mutamycin"
1974,"Liquid Pred"
1975,"Sulf-10"
1977,"M.V.I.-12"
1979,"Myambutol"
1980,"Mycelex"
1981,"Methadone Hydrochloride"
1982,"Hyperhep"
1983,"Mycifradin"
1985,"Mycobutin"
1987,"Mycolog-II"
1988,"Methamphetamine Hydrochloride"
1989,"Hyperlyte"
1990,"Lithium Carbonate"
1993,"Mycostatin"
1994,"Lithium Citrate"
1995,"Estradiol Cypionate-Testosterone Cypionate"
1997,"Mydriacyl"
1998,"Lithobid"
1999,"Myelo-Kit"
2001,"Lithonate"
2002,"Testred"
2003,"Myleran"
2004,"Hyperstat"
2005,"Lithostat"
2006,"Myochrysine"
2008,"Lithotabs"
2009,"Mysoline"
2011,"Mytelase Chloride"
2014,"Tetanus Toxoid Adsorbed"
2015,"Hyper-Tet"
2017,"Livostin"
2018,"Nadolol"
2019,"LMD with 5% Dextrose"
2022,"SulfADIAZINE"
2025,"Nafcillin Sodium"
2026,"Locoid"
2027,"Tetracaine Hydrochloride, Ophthalmic"
2030,"Lodine"
2033,"Naftin"
2035,"Sulfamethoxazole"
2038,"Nalbuphine Hydrochloride"
2039,"Tetracycline Hydrochloride, Ophthalmic"
2041,"Depotestogen"
2043,"Hyskon"
2044,"Sulfamethoxazole-Trimethoprim"
2045,"Procaine Hydrochloride"
2046,"Naldecon-CX Adult"
2048,"Tetracycline Hydrochloride"
2050,"Sulfamylon"
2051,"Nalex"
2052,"Lomotil"
2053,"Sulfanilamide"
2057,"Nalex-A"
2059,"Tetramune"
2060,"Nalfon"
2061,"Sulfasalazine"
2062,"Texacort"
2063,"Nalidixic Acid"
2064,"Loniten"
2065,"Thalitone"
2066,"Hytakerol"
2068,"Tham"
2069,"Loperamide Hydrochloride"
2070,"Sulfinpyrazone"
2072,"Theo-24"
2073,"Prochlorperazine"
2074,"Naloxone Hydrochloride"
2075,"Lopressor"
2076,"Hytone"
2077,"Theobid"
2078,"Lopressor HCT"
2080,"Theo-Dur"
2081,"Loprox"
2082,"Hytrin"
2083,"Theolair"
2084,"Naloxone HCl-Pentazocine HCl"
2085,"Lorabid"
2086,"Theophylline"
2088,"Dep Androgyn"
2089,"Hyzaar"
2090,"Lopid"
2094,"Theovent"
2095,"Nandrolone"
2098,"Naphazoline Hydrochloride(obsolete)"
2099,"Theragran Hematinic"
2100,"Sulindac"
2103,"Iberet-Folic-500"
2104,"Lorazepam"
2105,"Naphazoline HCl-Pheniramine Maleate"
2107,"Naphcon Forte"
2108,"Naprosyn"
2109,"Thioguanine"
2110,"Progesterone"
2111,"Naproxen"
2112,"Naqua"
2113,"Narcan"
2114,"Thiola"
2115,"Nardil"
2116,"Nasalcrom"
2117,"Sulster"
2118,"Thiopental Sodium"
2119,"Nasalide"
2120,"Thioplex"
2123,"Natacyn"
2124,"Sultrin Triple Sulfa"
2125,"Thioridazine Hydrochloride"
2126,"Natalins Rx"
2128,"Promazine Hydrochloride"
2131,"Thiosulfil Forte"
2132,"Navane"
2133,"Ibuprofen"
2134,"Thiotepa"
2135,"Navelbine"
2136,"Navogan"
2137,"Thiothixene"
2138,"Nebcin"
2140,"Thorazine"
2141,"Promethazine Hydrochloride"
2142,"Thrombate III"
2145,"Supprelin"
2146,"Nebupent"
2147,"Penicillin G Potassium"
2149,"Thrombinar"
2150,"Thrombogen"
2151,"Thrombostat"
2152,"Suprane"
2154,"Thyrel TRH"
2155,"Suprax"
2158,"Thyroid"
2160,"Neggram"
2161,"Nembutal"
2163,"Thyrolar"
2164,"Surmontil"
2165,"Nembutal Sodium"
2167,"Ticar"
2168,"Neo-Cortef"
2169,"Penicillin G Sodium"
2170,"Neo-Decadron"
2171,"Propantheline Bromide"
2173,"Survanta Intratracheal"
2174,"Neo-Decadron Cream"
2176,"Tice BCG Vaccine"
2177,"Ticlid"
2178,"Neo-Fradin"
2179,"Penicillin V Potassium"
2181,"Neo-Medrol Acetate"
2182,"Symmetrel"
2183,"Tigan"
2184,"Neomycin Sulfate"
2186,"Synalar"
2187,"Tilade"
2189,"Timentin"
2191,"Pentam 300"
2192,"Synalgos-DC"
2194,"Timolol, Ophthalmic"
2195,"Synarel"
2196,"Pentamidine Isethionate"
2198,"Synemol"
2199,"Neomycin Sulfate-Polymyxin B Sulfate"
2201,"Pentasa"
2202,"Syn-Rx"
2205,"Synthroid"
2210,"Syntocinon"
2211,"Ifex"
2213,"Syprine"
2215,"TAC 3"
2217,"Tace"
2218,"Neosar"
2219,"Ifex/Mesnex (obsolete)"
2220,"Neosporin"
2221,"Penthrane"
2224,"Propoxyphene Hydrochloride"
2227,"Pentothal"
2228,"Neosporin G. U. Irrigant"
2232,"Pepcid"
2233,"Neo-Synephrine"
2234,"Peptavlon"
2235,"Percocet 5/325"
2236,"Neotrace-4"
2237,"Percodan"
2238,"Nephplex Rx"
2239,"Perfect Choice"
2240,"Propranolol Hydrochloride"
2242,"Iletin II Regular Pork"
2243,"Estradiol Valerate-Testosterone Enthanate"
2244,"Nephramine"
2246,"Pergonal"
2247,"Nephrocaps"
2248,"Ilopan"
2249,"Periactin"
2250,"Peridex"
2252,"Neptazane"
2253,"Periogard"
2254,"Nesacaine"
2255,"Isoject Permapen"
2256,"Propylthiouracil"
2257,"Permax"
2260,"Ilopan Choline"
2261,"Tagamet"
2262,"Delatestadiol"
2263,"Permitil"
2264,"Talacen"
2265,"Netromycin"
2266,"Neupogen"
2267,"Estra-Testrin"
2268,"Talwin Compound"
2269,"Neurontin"
2270,"Neut"
2271,"Perphenazine"
2272,"NeuTrexin"
2273,"Valertest No. 1"
2274,"Talwin Lactate"
2275,"Niacin"
2276,"Talwin NX"
2277,"Persa-Gel"
2278,"NiCARdipine Hydrochloride"
2279,"Tambocor"
2281,"Tamoxifen"
2282,"Ilosone"
2285,"Tanafed"
2286,"Nicoderm"
2287,"Ilotycin"
2289,"Nicolar"
2290,"Tao"
2291,"Nicorette"
2293,"Tapazole"
2294,"Tavist"
2296,"Taxol"
2297,"Pedameth"
2298,"Nicotrol"
2299,"Tazicef"
2300,"Pfizerpen"
2301,"Ilotycin Gluceptate"
2302,"Nifedipine"
2303,"Tazidime"
2305,"Niferex"
2306,"Tegison"
2307,"Imdur"
2309,"Phenaphen with Codeine"
2310,"Tegretol"
2311,"Protamine Sulfate"
2312,"Nimotop"
2313,"Nipent"
2314,"Nitro-Bid"
2315,"Telepaque"
2316,"Phenazopyridine Hydrochloride"
2317,"Nitro-Dur"
2318,"Temaril"
2319,"Nitrodisc"
2320,"Nitrofurantoin Macrocrystals"
2322,"Temazepam"
2323,"Nitrofurazone"
2324,"Nitroglycerin"
2325,"Nitrogard"
2328,"Imipramine Hydrochloride"
2329,"Temovate"
2331,"Tenex"
2333,"Imitrex"
2336,"Imodium"
2337,"Phendimetrazine Tartrate"
2338,"Protriptyline Hydrochloride"
2339,"Tenormin"
2340,"Tensilon"
2342,"Imogam Rabies-HT"
2343,"Tenuate"
2345,"Estratab"
2346,"Estratest"
2347,"Imovax Rabies (obsolete)"
2350,"Phenergan"
2351,"Phenergan VC"
2352,"Imuran"
2353,"Phenergan VC with Codeine"
2354,"Pseudoephedrine Hydrochloride"
2355,"Phenergan with Codeine"
2356,"Inapsine"
2357,"Phenergan with Dextromethorphan"
2360,"Indapamide"
2363,"Inderal"
2365,"Terfenadine"
2368,"Pyrazinamide"
2369,"Terra-Cortril"
2370,"Terramycin"
2376,"Teslac"
2377,"Tessalon Perles"
2378,"Testoderm"
2382,"Pheniramine Maleate/PPA/Pyrilamine Maleate"
2387,"Indocin"
2389,"Quinidine Gluconate"
2390,"Phenobarbital"
2393,"Indomethacin"
2395,"Quinidine Sulfate"
2396,"Infed"
2400,"Rabies Vaccine (obsolete)"
2401,"Influenza Virus Vaccine"
2403,"Infumorph"
2405,"Innovar"
2406,"Inocor I. V."
2407,"Inpersol"
2410,"Intal"
2411,"Premarin Vaginal"
2412,"Premarin Intravenous"
2414,"Triaprin"
2415,"Phrenilin Forte"
2416,"Bucet"
2417,"Axocet"
2418,"Repan CF"
2419,"Sedapap"
2420,"Interferon Alfa-2B"
2423,"PMB"
2425,"Intralipid"
2426,"Prazosin Hydrochloride"
2427,"Pred Forte"
2428,"Intron A"
2429,"Pred Mild"
2431,"Inversine"
2435,"PrednisoLONE Acetate, Ophthalmic"
2438,"Iodopen"
2439,"Iodoquinol"
2445,"Propine"
2446,"Esterified Estrogens"
2447,"Dipivefrin Hydrochloride"
2448,"Organidin NR"
2449,"Ganidin NR"
2450,"Estrone"
2451,"Estrone AQ"
2452,"Kestrone 5"
2453,"Estragyn 5"
2454,"Iofen-NF"
2455,"Ortho-Est"
2459,"Humibid Pediatric"
2461,"Guaifenesin"
2462,"Organ-1 NR"
2463,"Iodrol NR"
2464,"Estropipate"
2465,"Ogen 0.625"
2469,"Ethamolin"
2471,"Bidex"
2472,"Ethatab"
2473,"Ethaverine Hydrochloride"
2474,"Ethavex-100"
2475,"Humibid L.A.(obsolete)"
2476,"Guaibid-LA"
2477,"Aquamist"
2478,"Q-Bid LA"
2479,"Amibid LA"
2480,"Mucobid-L.A."
2481,"Guaifenex LA"
2482,"Respa-GF"
2483,"Fenex-LA"
2484,"Fenesin"
2485,"Demulen 1/35-21"
2486,"Demulen 1/35-28"
2487,"Demulen 1/50-21"
2488,"Demulen 1/50-28"
2489,"Muco-Fen LA"
2490,"Liquibid"
2492,"Acthar Gel, H.P."
2493,"Persantine"
2494,"Nordette-21"
2495,"Nordette-28"
2496,"Levora"
2497,"Tri-Levlen"
2498,"Triphasil-21"
2499,"Triphasil-28"
2500,"Hydrocortisone"
2501,"Univasc"
2502,"Ovcon 35"
2503,"Brevicon"
2507,"Genora 0.5/35"
2508,"Nelova 0.5/35"
2509,"Ortho-Novum"
2511,"Ortho-Novum 7/7/7"
2512,"Norinyl 1/35"
2513,"Ortho-Novum 1/35"
2514,"Genora 1/35"
2515,"Norethin 1/35 E"
2518,"Loestrin 21 1/20"
2519,"Loestrin Fe 1/20"
2520,"Loestrin 21 1.5/30"
2521,"Loestrin Fe 1.5/30"
2522,"Catarase"
2523,"Procto-Kit 1%"
2524,"Guaifenesin-Hydrocodone Bitartrate"
2525,"Proctocort"
2526,"Atuss EX (obsolete)"
2527,"Dipyridamole"
2529,"Propatuss Expectorant"
2530,"Kwelcof"
2531,"Vi-Q-Tuss"
2532,"Co-Tussin"
2533,"Codotuss"
2535,"Ortho Tri-Cyclen"
2536,"Fentuss Expectorant"
2537,"Aspirin Enteric Coated"
2538,"Co-Tuss V Expectorant"
2539,"Vicoclear"
2540,"Hycosin Expectorant"
2541,"Lo/Ovral-21"
2542,"Lo/Ovral-28"
2543,"Amantadine Hydrochloride"
2544,"Ovral"
2545,"Prolex DH"
2547,"Ovral-28"
2548,"Vicotuss"
2549,"G-Tuss"
2550,"Hycoclar Tuss"
2551,"Cotuss V"
2552,"Aspirin, Extended Release"
2553,"Vitussin Expectorant"
2554,"Hydrotuss"
2555,"Sloprin"
2556,"Entuss"
2557,"Tylenol with Codeine"
2558,"Intal Inhaler"
2559,"Arcet"
2560,"Isocet"
2561,"Pharmagesic"
2562,"Roxanol UD"
2563,"Panlor DC"
2565,"OMS"
2567,"Roxanol"
2569,"Hydrocet"
2570,"Roxanol 100"
2571,"Nitro-Time"
2572,"Nitro-Par"
2573,"Nitrocot"
2574,"Astramorph PF"
2575,"Nitroglyn E-R"
2576,"Transderm-Nitro"
2578,"Axotal"
2579,"Transderm-Nitro 15"
2580,"Transderm-Nitro 10"
2581,"Nitro-Bid IV"
2584,"Nitrong"
2585,"Nitrol Appli-Kit"
2586,"Nitrostat"
2587,"Nitrolingual"
2589,"Orasone"
2590,"Isollyl"
2591,"Fiormor"
2592,"Fiortal"
2593,"Procto-Kit 2.5%"
2595,"Proctosol-HC"
2596,"AcetaZOLAMIDE Sodium"
2598,"Adipex-P"
2600,"Akineton HCl"
2601,"Fortabs"
2602,"Albutein"
2603,"Ventolin"
2604,"Proventil"
2605,"Ventolin Rotacaps"
2606,"Ventolin Nebules"
2607,"Proventil Repetabs"
2608,"Donatussin DC(obsolete)"
2610,"Alcohol Ethyl-Dextrose"
2614,"Anuprep-HC"
2616,"Anucort-HC"
2617,"Rectasol-HC"
2619,"Anumed-HC"
2620,"Capital with Codeine Suspension"
2624,"Entuss-D JR"
2626,"Decotuss-HD"
2628,"Vanex Expectorant"
2630,"Hemril-HC Uniserts"
2631,"Tussadur-HD"
2633,"Duratuss HD(obsolete)"
2634,"Transderm-Nitro 5"
2636,"Tussend Expectorant"
2637,"Norgesic"
2638,"Norgesic Forte"
2640,"Hydrophed"
2642,"Detussin Expectorant"
2644,"Tussgen Expectorant"
2646,"SRC Expectorant"
2648,"Med-Hist Expectorant"
2650,"Nalex Expectorant"
2651,"Deconamine CX"
2653,"Pancof XP(obsolete)"
2654,"Cophene-X-P"
2655,"Amikin Pediatric"
2656,"Poly-Tussin"
2657,"PC-CAP"
2658,"Amiloride Hydrochloride"
2659,"Sterapred"
2660,"Amiloride HCl-Hydrochlorothiazide"
2663,"Aminosyn-RF"
2664,"Prednicen-M"
2665,"Dilaudid Cough Syrup"
2666,"Transderm-Nitro 20"
2668,"Travasol 5.5%"
2669,"Aminosyn-PF"
2670,"Aminosyn-HBC"
2671,"Novamine"
2672,"Soma Compound"
2675,"Theocon Elixir"
2677,"Brondelate"
2678,"Travasol 8.5%"
2679,"Trophamine"
2680,"Freamine III with Electrolytes"
2681,"Hepatamine"
2682,"Soma Compound with Codeine"
2683,"Amino Acid-Urea Cream"
2684,"Amino-Cerv"
2685,"Norpace"
2687,"Sinupan"
2688,"Deconsal Pediatric"
2689,"Etrafon 2-10"
2690,"Disopyramide Phosphate"
2691,"Etrafon-A"
2692,"Nitropress"
2694,"Etrafon 2-25"
2695,"Etrafon Forte"
2696,"Efasin"
2697,"Amidal"
2698,"Norvasc"
2699,"Chemdal"
2700,"Quindal"
2701,"Nizoral"
2702,"Endal"
2703,"Nolvadex"
2704,"Norcuron"
2705,"Tuinal"
2706,"Norepinephrine Bitartrate"
2707,"Amoxil"
2708,"Trimox"
2709,"Wymox"
2710,"Nor-QD"
2711,"Amoxil Pediatric Drops"
2712,"Aygestin"
2713,"Norflex"
2714,"Fungizone For Tissue Culture"
2715,"Amphocin"
2716,"Fungizone Lotion"
2717,"Fungizone Cream"
2718,"Principen"
2719,"Totacillin"
2720,"Noroxin"
2722,"Omnipen"
2723,"Marcillin"
2724,"Ovrette"
2725,"Norinyl 1/50"
2726,"Norisodrine with Calcium Iodine"
2727,"Norlac RX"
2728,"Normodyne"
2730,"Norplant System"
2731,"Norpramin"
2732,"Unasyn"
2733,"Nortriptyline Hydrochloride"
2735,"Koate-HP (obsolete)"
2737,"Aurodex"
2738,"Pamelor"
2740,"Nortriptyline"
2741,"Notuss"
2742,"Novacet"
2743,"Novafed A"
2744,"Novahistine DH(obsolete)"
2745,"Novahistine Expectorant"
2746,"Novantrone"
2748,"Quintex"
2749,"Hydrocortisone Acetate"
2750,"Guiatex"
2752,"Cylate"
2753,"AK-Pentolate"
2754,"Ami-Tex"
2755,"Pentolair"
2756,"Duratex"
2757,"Rescudose"
2758,"Banex"
2760,"Phenylfenesin"
2761,"Norel"
2762,"Dura-Gest"
2763,"Allergen"
2764,"Tympagesic"
2765,"Atnativ"
2766,"Iopidine"
2767,"Alor 5/500"
2768,"Sil-Tex"
2769,"MS/S"
2770,"Panasal 5/500"
2771,"Damason-P"
2773,"Equi-Tex"
2774,"RMS"
2776,"Phentex"
2778,"Lortab ASA"
2779,"Crantex(obsolete)"
2785,"Tri-Tex"
2786,"Altex Liquid"
2787,"Entac"
2788,"Enomine"
2789,"Percodan-Demi"
2790,"P-Tex(obsolete)"
2791,"Guaifenex"
2793,"Novocain"
2794,"Norpace CR"
2795,"Nubain"
2796,"Nucofed"
2797,"Nucofed Expectorant"
2799,"Numorphan HCl"
2800,"Nuromax"
2801,"Nutracort"
2802,"Nutropin"
2803,"Nydrazid"
2805,"Ocu-Tropine"
2807,"Margesic #3"
2808,"Sal-Tropine"
2809,"Enlon-Plus"
2810,"Optimine"
2811,"Trinalin Repetabs"
2812,"Roxiprin"
2813,"Azactam"
2814,"Endodan"
2816,"Lioresal Intrathecal"
2817,"BSS Plus"
2818,"Bio-Statin"
2819,"Mycostatin Pastilles"
2820,"Nilstat"
2821,"Nystex"
2822,"Oratrast"
2825,"Oramorph SR"
2826,"Vancenase"
2827,"Vanceril"
2828,"Nystatin"
2829,"Hyosophen"
2833,"Belcomp-PB"
2838,"Cafatine PB"
2839,"Rolatuss"
2841,"Bellamor"
2842,"Bellamine"
2844,"Bel-Phen-Ergot"
2847,"Migrazone"
2848,"Disulfiram"
2849,"Sulfoxyl Strong"
2850,"Sulfoxyl Regular"
2852,"Didrex"
2853,"Cytoxan Lyophilized"
2854,"Vascor"
2855,"Isocom"
2856,"Uticort"
2857,"Celestone Soluspan"
2858,"Betoptic"
2860,"Urecholine"
2862,"Blenoxane"
2863,"Amikacin Sulfate"
2864,"Amikin"
2869,"Diutensen-R"
2870,"Dizac"
2871,"DOBUTamine Hydrochloride"
2872,"Dobutrex"
2874,"Anoquan"
2875,"Two-Dyne"
2876,"Tenake"
2877,"Margesic"
2878,"Anolor 300"
2879,"Femcet"
2880,"Geone"
2881,"Tencet"
2882,"Triad"
2883,"Esgic"
2884,"Fiorpap"
2885,"Repan"
2886,"Margesic-H"
2887,"Dolagesic"
2888,"Hycomed"
2889,"Panlor"
2890,"Ugesic"
2891,"Lorcet HD"
2892,"Allay"
2893,"Bancap HC"
2894,"Lortab Elixir"
2895,"Lortab 5/500"
2898,"Lortab 7.5/500"
2899,"Lorcet Plus"
2900,"Lorcet 10/650"
2901,"Vicodin ES"
2902,"Tylox"
2903,"Roxilox"
2904,"Endocet"
2905,"Darvocet-N 50"
2906,"Darvocet-N 100"
2907,"Propacet 100"
2908,"Diamox Sequels"
2909,"Diamox"
2910,"Diamox Sodium"
2911,"Acetasol"
2912,"Vasotate"
2913,"Acetic Acid-Aluminum Acetate"
2914,"Borofair"
2915,"Burrows Solution"
2916,"Acetasol HC"
2917,"Vasotate HC"
2918,"Miochol-E/Steri-Tags"
2919,"Miochol-E System Pak"
2920,"Mucomyst-10"
2921,"Adeno-jec"
2922,"Plasbumin-5"
2923,"Albumarc"
2924,"Plasbumin-25"
2925,"Albuminar-25"
2926,"Trifluoperazine Hydrochloride"
2928,"PhosLo"
2930,"Capozide 25/15"
2931,"Capozide 25/25"
2932,"Capozide 50/15"
2933,"Capozide 50/25"
2934,"Isovue-128"
2935,"Isovue-M-200"
2936,"Isovue-200"
2937,"Isovue-250"
2939,"Isovue-370"
2940,"Cysto-Conray II"
2941,"Conray-30"
2942,"Conray-43"
2943,"Optiray 160"
2944,"Optiray 240"
2945,"Optiray 300"
2946,"Optiray 320"
2947,"Optiray 350"
2948,"Oragrafin Calcium"
2949,"Oragrafin Sodium"
2951,"Isoetharine Hydrochloride"
2953,"Bronkosol"
2955,"Isoniazid"
2956,"Isuprel Mistometer"
2958,"Haloperidol Lactate"
2959,"Isoproterenol Hydrochloride"
2960,"Isuprel HCl"
2964,"Dilatrate-SR"
2965,"Isordil"
2966,"Testosterone"
2967,"Triamcinolone Acetonide"
2969,"Testro AQ"
2970,"Peganone"
2971,"Testolin"
2972,"Testamone-100"
2973,"Cefuroxime Sodium"
2974,"Nasahist LA"
2975,"Rondameth"
2976,"Flumezide"
2978,"Ethyl Chloride"
2982,"Isordil Titradose"
2983,"Flurox"
2986,"Trihexyphenidyl Hydrochloride"
2988,"Isosorbide Dinitrate"
2989,"Entex LA (obsolete)"
2990,"Testosterone Cypionate"
2991,"Didronel"
2992,"Depotest"
2993,"Cephalexin Monohydrate"
2994,"Trihexane"
2995,"Hydrocort cream"
2996,"ISDN"
2997,"Anacaine"
2998,"Sclromate"
2999,"VePesid"
3001,"Otocain"
3002,"Travasol 10%"
3003,"Ala-Cort"
3004,"Triacet"
3005,"Valrelease"
3007,"Albuterol Sulfate"
3008,"Virilon IM"
3009,"Triderm"
3010,"Penecort"
3012,"Depakote Sprinkles"
3013,"Delatest"
3015,"Pro-Fast HS"
3016,"Everone"
3017,"Phentercot"
3018,"Valium"
3019,"Testosterone Enanthate"
3020,"Bendroflumethiazide"
3021,"Proplex T (obsolete)"
3022,"Andro LA 200"
3023,"Bebulin VH (obsolete)"
3024,"Benzonatate"
3025,"Auroto"
3026,"Konyne 80 (obsolete)"
3027,"Neoral"
3028,"Desquam-X 10"
3029,"Enomine LA"
3030,"Benzashave 5"
3031,"Trimethobenzamide Hydrochloride"
3032,"Benzashave 10"
3033,"Panoxyl AQ 2.5"
3034,"Desquam-E"
3036,"Benzac W"
3037,"Benzac AC"
3038,"Brevoxyl"
3039,"Panoxyl AQ 5"
3040,"Panoxyl 5"
3041,"Desquam-X 5"
3042,"Tebamide (obsolete)"
3043,"Persa-Gel W"
3044,"Tebamide Pediatric (obsolete)"
3045,"Dolotic"
3046,"Unipen"
3047,"Benzagel-5"
3048,"Nallpen"
3049,"Clearplex"
3050,"Testosterone Propionate"
3052,"Trimpex"
3053,"Proloprim"
3054,"Lupron Depot-Ped"
3055,"Trimethoprim"
3056,"Lupron Depot"
3057,"Oby-Cap"
3058,"Aminophylline"
3061,"Trisoralen"
3062,"Cotacort"
3063,"PBZ"
3064,"Panoxyl 10"
