icd_9,disease_name,valid
"011.91    ","Pulmonary TB, unspecified, bacteriological/histological exam not done","1"
"011.92    ","Pulmonary TB, unspecified, bacteriological/histological exam unknown","1"
"011.93    ","Pulmonary TB, unspecified, diagnosed by microscopy","1"
"011.94    ","Pulmonary TB, unspecified, diagnosed by bacterial culture","1"
"011.95    ","Pulmonary TB, unspecified, diagnosed by histological exam","1"
"011.96    ","Pulmonary TB, unspecified, diagnosed by other methods","1"
"012       ","Other respiratory tuberculosis","0"
"012       ","Respiratory tuberculosis, other","0"
"012       ","TB, respiratory, other","0"
"012       ","Tuberculosis, respiratory, other","0"
"012.0     ","Empyema, tuberculous","0"
"012.0     ","Hydrothorax, tuberculous","0"
"012.0     ","Pleural tuberculosis","0"
"012.0     ","Pleurisy, tuberculous","0"
"012.0     ","TB of pleura","0"
"012.0     ","Tuberculosis of pleura","0"
"012.0     ","Tuberculous empyema","0"
"012.0     ","Tuberculous hydrothorax","0"
"012.0     ","Tuberculous pleurisy","0"
"012.0     ","Tuberculous pleuritis","0"
"012.00    ","Tuberculous pleurisy, confirmation unspecified","1"
"012.01    ","Tuberculous pleurisy, bacteriological/histological exam not done","1"
"012.02    ","Tuberculous pleurisy, bacteriological/histological exam unknown","1"
"012.03    ","Tuberculous pleurisy, diagnosed by microscopy","1"
"012.04    ","Tuberculous pleurisy, diagnosed by bacterial culture","1"
"012.05    ","Tuberculous pleurisy, diagnosed by histological exam","1"
"012.06    ","Tuberculous pleurisy, diagnosed by other methods","1"
"012.1     ","Adenopathy, hilar, tuberculous","0"
"012.1     ","Adenopathy, mediastinal, tuberculous","0"
"012.1     ","Adenopathy, tracheobronchal, tuberculous","0"
"012.1     ","Hilar adenopathy, tuberculous","0"
"012.1     ","Mediastinal adenopathy, tuberculous","0"
"012.1     ","TB of hilar lymph nodes","0"
"012.1     ","TB of intrathoracic lymph nodes","0"
"012.1     ","TB of mediastinal lymph nodes","0"
"012.1     ","TB of tracheobronchial lymph nodes","0"
"012.1     ","Tracheobronchial adenopathy, tuberculous","0"
"012.1     ","Tuberculosis of hilar lymph nodes","0"
"012.1     ","Tuberculosis of intrathoracic lymph nodes","0"
"012.1     ","Tuberculosis of mediastinal lymph nodes","0"
"012.1     ","Tuberculosis of tracheobronchial lymph nodes","0"
"012.1     ","Tuberculous tracheobronchial adenopathy","0"
"012.10    ","Hilar adenopathy, tuberculous, confirmation unspecified","1"
"012.11    ","Hilar adenopathy, tuberculous, bacteriological/histological exam not done","1"
"012.12    ","Hilar adenopathy, tuberculous, bacteriological/histological exam unknown","1"
"012.13    ","Hilar adenopathy, tuberculous, diagnosed by microscopy","1"
"012.14    ","Hilar adenopathy, tuberculous, diagnosed by bacterial culture","1"
"012.15    ","Hilar adenopathy, tuberculous, diagnosed by histological exam","1"
"012.16    ","Hilar adenopathy, tuberculous, diagnosed by other methods","1"
"012.2     ","Bronchial or tracheal tuberculosis, isolated","0"
"012.2     ","Isolated bronchial tuberculosis","0"
"012.2     ","Isolated tracheal or bronchial tuberculosis","0"
"012.2     ","Isolated tracheal tuberculosis","0"
"012.2     ","TB, isolated tracheal or bronchial","0"
"012.2     ","Tracheal or bronchial tuberculosis, isolated","0"
"012.2     ","Tuberculosis, isolated tracheal or bronchial","0"
"012.20    ","Tracheal or bronchial TB, isolated, confirmation unspecified","1"
"012.21    ","Tracheal TB, isolated, bacteriologic/histologic exam not done","1"
"012.22    ","Tracheal TB, isolated, bacteriologic/histologic exam unknown","1"
"012.23    ","Tracheal or bronchial TB, isolated, diagnosed by microscopy","1"
"012.24    ","Tracheal or bronchial TB, isolated, diagnosed by bacterial culture","1"
"012.25    ","Tracheal or bronchial TB, isolated, diagnosed by histological exam","1"
"012.26    ","Tracheal or bronchial TB, isolated, diagnosed by other methods","1"
"012.3     ","Glottic tuberculosis","0"
"012.3     ","Isambert's disease","0"
"012.3     ","Laryngitis, tuberculous","0"
"012.3     ","TB of glottis","0"
"012.3     ","Tuberculosis of glottis","0"
"012.3     ","Tuberculous laryngitis","0"
"012.30    ","Tuberculous laryngitis, confirmation unspecified","1"
"012.31    ","Tuberculous laryngitis, bacteriological/histological exam not done","1"
"012.32    ","Tuberculous laryngitis, bacteriological/histological exam unknown","1"
"012.33    ","Tuberculous laryngitis, diagnosed by microscopy","1"
"012.34    ","Tuberculous laryngitis, diagnosed by bacterial culture","1"
"012.35    ","Tuberculous laryngitis, diagnosed by histological exam","1"
"012.36    ","Tuberculous laryngitis, diagnosed by other methods","1"
"012.8     ","Mediastinal tuberculosis","0"
"012.8     ","Nasal tuberculosis (septum)","0"
"012.8     ","Nasopharyngeal tuberculosis","0"
"012.8     ","Other specified respiratory tuberculosis","0"
"012.8     ","Respiratory tuberculosis, other specified","0"
"012.8     ","Sinus tuberculosis","0"
"012.8     ","TB of mediastinum","0"
"012.8     ","TB of nasopharynx","0"
"012.8     ","TB of nose (septum)","0"
"012.8     ","TB of sinus (nasal)","0"
"012.8     ","TB, respiratory, other, specified","0"
"012.8     ","Tuberculosis of mediastinum","0"
"012.8     ","Tuberculosis of nasal septum","0"
"012.8     ","Tuberculosis of nasal sinus","0"
"012.8     ","Tuberculosis of nasopharynx","0"
"012.8     ","Tuberculosis of nose","0"
"012.8     ","Tuberculosis of nose (septum)","0"
"012.8     ","Tuberculosis of sinus (nasal)","0"
"012.8     ","Tuberculosis, respiratory, other, specified","0"
"012.80    ","Respiratory TB, other, confirmation unspecified","1"
"012.81    ","Respiratory TB, other, bacteriological/histological exam not done","1"
"012.82    ","Respiratory TB, other, bacteriological/histological exam unknown","1"
"012.83    ","Respiratory TB, other, diagnosed by microscopy","1"
"012.84    ","Respiratory TB, other, diagnosed by bacterial culture","1"
"012.85    ","Respiratory TB, other, diagnosed by histological exam","1"
"012.86    ","Respiratory TB, other, diagnosed by other methods","1"
"013       ","CNS infection and meningitis, tuberculous","0"
"013       ","Meningitis and CNS infection, tuberculous","0"
"013       ","TB of meninges and central nervous system","0"
"013       ","Tuberculosis of meninges and central nervous system","0"
"013.0     ","Leptomeningitis, tuberculous","0"
"013.0     ","Meningitis, tuberculous","0"
"013.0     ","Meningoencephalitis, tuberculous","0"
"013.0     ","TB of leptomeninges","0"
"013.0     ","TB of meninges","0"
"013.0     ","Tuberculosis of cerebral meninges","0"
"013.0     ","Tuberculosis of leptomeninges","0"
"013.0     ","Tuberculosis of meninges","0"
"013.0     ","Tuberculosis of spinal meninges","0"
"013.0     ","Tuberculous leptomeningitis","0"
"013.0     ","Tuberculous menigoencephalitis","0"
"013.0     ","Tuberculous meningitis","0"
"013.0     ","Tuberculous meningoencephalitis","0"
"013.00    ","Tuberculous meningitis, confirmation unspecified","1"
"013.01    ","Tuberculous meningitis, bacteriological/histological exam not done","1"
"013.02    ","Tuberculous meningitis, bacteriological/histological exam unknown","1"
"013.03    ","Tuberculous meningitis, diagnosed by microscopy","1"
"013.04    ","Tuberculous meningitis, diagnosed by bacterial culture","1"
"013.05    ","Tuberculous meningitis, diagnosed by histological exam","1"
"013.06    ","Tuberculous meningitis, diagnosed by other methods","1"
"013.1     ","Meningeal tuberculoma","0"
"013.1     ","Tuberculoma of meninges","0"
"013.10    ","Tuberculoma of meninges, confirmation unspecified","1"
"013.11    ","Tuberculoma of meninges, bacteriological/histological exam not done","1"
"013.12    ","Tuberculoma of meninges, bacteriological/histological exam unknown","1"
"013.13    ","Tuberculoma of meninges, diagnosed by microscopy","1"
"013.14    ","Tuberculoma of meninges, diagnosed by bacterial culture","1"
"013.15    ","Tuberculoma of meninges, diagnosed by histological exam","1"
"013.16    ","Tuberculoma of meninges, diagnosed by other methods","1"
"013.2     ","Tuberculoma of brain","0"
"013.2     ","Tuberculosis of brain","0"
"013.20    ","Tuberculoma of brain, confirmation unspecified","1"
"013.21    ","Tuberculoma of brain, bacteriological/histological exam not done","1"
"013.22    ","Tuberculoma of brain, bacteriological/histological exam unknown","1"
"013.23    ","Brain tuberculoma","1"
"013.23    ","Tuberculoma, brain","1"
"013.24    ","Tuberculoma of brain, diagnosed by bacterial culture","1"
"013.25    ","Tuberculoma of brain, diagnosed by histological exam","1"
"013.26    ","Tuberculoma of brain, diagnosed by other methods","1"
"013.3     ","Abscess of brain, tuberculous","0"
"013.3     ","Brain abscess, tuberculous","0"
"013.3     ","Tuberculous abscess of brain","0"
"013.30    ","Tuberculous abscess of brain, confirmation unspecified","1"
"013.31    ","Tuberculous abscess of brain, bacteriological/histological exam not done","1"
"013.32    ","Tuberculous abscess of brain, bacteriological/histological exam unknown","1"
"013.33    ","Tuberculous abscess of brain, diagnosed by microscopy","1"
"013.34    ","Tuberculous abscess of brain, diagnosed by bacterial culture","1"
"013.35    ","Tuberculous abscess of brain, diagnosed by histological exam","1"
"013.36    ","Tuberculous abscess of brain, diagnosed by other methods","1"
"013.4     ","Spinal cord tuberculoma","0"
"013.4     ","TB of spinal cord","0"
"013.4     ","Tuberculoma of spinal cord","0"
"013.4     ","Tuberculosis of spinal cord","0"
"013.40    ","Tuberculoma of spinal cord, confirmation unspecified","1"
"013.41    ","Tuberculoma of spinal cord, bacteriological/histological exam not done","1"
"013.42    ","Tuberculoma of spinal cord, bacteriological/histological exam unknown","1"
"013.43    ","Tuberculoma of spinal cord, diagnosed by microscopy","1"
"013.44    ","Tuberculoma of spinal cord, diagnosed by bacterial culture","1"
"013.45    ","Tuberculoma of spinal cord, diagnosed by histological exam","1"
"013.46    ","Tuberculoma of spinal cord, diagnosed by other methods","1"
"013.5     ","Abscess of spinal cord, tuberculous","0"
"013.5     ","Spinal cord abscess, tuberculous","0"
"013.5     ","Tuberculous abscess of spinal cord","0"
"013.50    ","Tuberculous abscess of spinal cord, confirmation unspecified","1"
"013.51    ","Tuberculous abscess of spinal cord, bacteriologic/histologic exam not done","1"
"013.52    ","Tuberculous abscess of spinal cord, bacteriologic/histologic exam unknown","1"
"013.53    ","Tuberculous abscess of spinal cord, diagnosed by microscopy","1"
"013.54    ","Tuberculous abscess of spinal cord, diagnosed by bacterial culture","1"
"013.55    ","Tuberculous abscess of spinal cord, diagnosed by histological exam","1"
"013.56    ","Tuberculous abscess of spinal cord, diagnosed by other methods","1"
"013.6     ","Encephalitis or myelitis, tuberculous","0"
"013.6     ","Myelitis or encephalitis, tuberculous","0"
"013.6     ","Tuberculous encephalitis","0"
"013.6     ","Tuberculous encephalitis or myelitis","0"
"013.6     ","Tuberculous myelitis","0"
"013.60    ","Tuberculous encephalitis or myelitis, confirmation unspecified","1"
"013.61    ","Tuberculous encephalitis, bacteriologic/histologic exam not done","1"
"013.62    ","Tuberculous encephalitis, bacteriologic/histologic exam unknown","1"
"013.63    ","Tuberculous encephalitis or myelitis, diagnosed by microscopy","1"
"013.64    ","Tuberculous encephalitis or myelitis, diagnosed by bacterial culture","1"
"013.65    ","Tuberculous encephalitis or myelitis, diagnosed by histological exam","1"
"013.66    ","Tuberculous encephalitis or myelitis, diagnosed by other methods","1"
"013.8     ","Central nervous system tuberculosis, other, specified","0"
"013.8     ","CNS tuberculosis, other, specified","0"
"013.8     ","Other specified tuberculosis of central nervous system","0"
"013.8     ","Other specified tuberculosis of the central nervous system","0"
"013.8     ","TB of CNS, other, specified","0"
"013.8     ","Tuberculosis of CNS, other, specified","0"
"013.80    ","CNS tuberculosis, other, specified, confirmation unspecified","1"
"013.81    ","CNS tuberculosis, other, bacteriologic/histologic exam not done","1"
"013.82    ","CNS tuberculosis, other, bacteriologic/histologic exam unknown","1"
"013.83    ","CNS tuberculosis, other, specified, diagnosed by microscopy","1"
"013.84    ","CNS tuberculosis, other, specified, diagnosed by bacterial culture","1"
"013.85    ","CNS tuberculosis, other, specified, diagnosed by histological exam","1"
"013.86    ","CNS tuberculosis, other, specified, diagnosed by other methods","1"
"013.9     ","Central nervous system tuberculosis NOS","0"
"013.9     ","Central nervous system tuberculosis, unspecified","0"
"013.9     ","CNS tuberculosis NOS","0"
"013.9     ","CNS tuberculosis, unspecified","0"
"013.9     ","TB of central nervous system NOS","0"
"013.9     ","TB of central nervous system, unspecified","0"
"013.9     ","Tuberculosis of central nervous system NOS","0"
"013.9     ","Tuberculosis of central nervous system, unspecified","0"
"013.9     ","Unspecified tuberculosis of central nervous system","0"
"013.90    ","CNS tuberculosis, unspecified, confirmation unspecified","1"
"013.91    ","CNS tuberculosis, unspecified, bacteriological/histological exam not done","1"
"013.92    ","CNS tuberculosis, unspecified, bacteriological/histological exam unknown","1"
"013.93    ","CNS tuberculosis, unspecified, diagnosed by microscopy","1"
"013.94    ","CNS tuberculosis, unspecified, diagnosed by bacterial culture","1"
"013.95    ","CNS tuberculosis, unspecified, diagnosed by histological exam","1"
"013.96    ","CNS tuberculosis, unspecified, diagnosed by other methods","1"
"014       ","TB of intestines, peritoneum, and mesenteric glands","0"
"014       ","TB of mesenteric glands","0"
"014       ","Tuberculosis of intestines","0"
"014       ","Tuberculosis of intestines, peritoneum, and mesenteric glands","0"
"014       ","Tuberculosis of mesenteric glands","0"
"014.0     ","Peritonitis, tuberculous","0"
"014.0     ","Tuberculosis of peritoneum","0"
"014.0     ","Tuberculous ascites","0"
"014.0     ","Tuberculous peritonitis","0"
"014.00    ","Tuberculous peritonitis, confirmation unspecified","1"
"014.01    ","Tuberculous peritonitis, bacteriological/histological exam not done","1"
"014.02    ","Tuberculous peritonitis, bacteriological/histological exam unknown","1"
"014.03    ","Tuberculous peritonitis, diagnosed by microscopy","1"
"014.04    ","Tuberculous peritonitis, diagnosed by bacterial culture","1"
"014.05    ","Tuberculous peritonitis, diagnosed by histological exam","1"
"014.06    ","Tuberculous peritonitis, diagnosed by other methods","1"
"014.8     ","Adenopathy, retroperitoneal, tuberculous","0"
"014.8     ","Anal tuberculosis","0"
"014.8     ","Enteritis, tuberculous","0"
"014.8     ","Intestinal tuberculosis","0"
"014.8     ","Mesenteric gland tuberculosis","0"
"014.8     ","Rectal tuberculosis","0"
"014.8     ","Retroperitoneal adenopathy, tuberculous","0"
"014.8     ","TB of anus","0"
"014.8     ","TB of intestines, peritoneum and mesenteric glands, other","0"
"014.8     ","TB of large intestine","0"
