hcfa_icd_9,hcfa_disease_name,hcfa_valid
"017.83","TB ESOPHAGUS-MICRO DX",65535
"017.84","TB ESOPHAGUS-CULT DX",65535
"017.85","TB ESOPHAGUS-HISTO DX",65535
"017.86","TB ESOPHAGUS-OTH TEST",65535
"017.9","TB OF ORGAN NEC*",0
"017.90","TB OF ORGAN NEC-UNSPEC",65535
"017.91","TB OF ORGAN NEC-NO EXAM",65535
"017.92","TB ORGAN NEC-EXAM UNKN",65535
"017.93","TB OF ORGAN NEC-MICRO DX",65535
"017.94","TB OF ORGAN NEC-CULT DX",65535
"017.95","TB OF ORGAN NEC-HISTO DX",65535
"017.96","TB OF ORGAN NEC-OTH TEST",65535
"018","MILIARY TUBERCULOSIS*",0
"018.0","ACUTE MILIARY TB*",0
"018.00","ACUTE MILIARY TB-UNSPEC",65535
"018.01","ACUTE MILIARY TB-NO EXAM",65535
"018.02","AC MILIARY TB-EXAM UNKN",65535
"018.03","AC MILIARY TB-MICRO DX",65535
"018.04","ACUTE MILIARY TB-CULT DX",65535
"018.05","AC MILIARY TB-HISTO DX",65535
"018.06","AC MILIARY TB-OTH TEST",65535
"018.8","MILIARY TB NEC*",0
"018.80","MILIARY TB NEC-UNSPEC",65535
"018.81","MILIARY TB NEC-NO EXAM",65535
"018.82","MILIARY TB NEC-EXAM UNKN",65535
"018.83","MILIARY TB NEC-MICRO DX",65535
"018.84","MILIARY TB NEC-CULT DX",65535
"018.85","MILIARY TB NEC-HISTO DX",65535
"018.86","MILIARY TB NEC-OTH TEST",65535
"018.9","MILIARY TUBERCULOSIS NOS",0
"018.90","MILIARY TB NOS-UNSPEC",65535
"018.91","MILIARY TB NOS-NO EXAM",65535
"018.92","MILIARY TB NOS-EXAM UNKN",65535
"018.93","MILIARY TB NOS-MICRO DX",65535
"018.94","MILIARY TB NOS-CULT DX",65535
"018.95","MILIARY TB NOS-HISTO DX",65535
"018.96","MILIARY TB NOS-OTH TEST",65535
"020","PLAGUE*",0
"020.0","BUBONIC PLAGUE",65535
"020.1","CELLULOCUTANEOUS PLAGUE",65535
"020.2","SEPTICEMIC PLAGUE",65535
"020.3","PRIMARY PNEUMONIC PLAGUE",65535
"020.4","SECONDARY PNEUMON PLAGUE",65535
"020.5","PNEUMONIC PLAGUE NOS",65535
"020.8","OTHER TYPES OF PLAGUE",65535
"020.9","PLAGUE NOS",65535
"021","TULAREMIA*",0
"021.0","ULCEROGLANDUL TULAREMIA",65535
"021.1","ENTERIC TULAREMIA",65535
"021.2","PULMONARY TULAREMIA",65535
"021.3","OCULOGLANDULAR TULAREMIA",65535
"021.8","TULAREMIA NEC",65535
"021.9","TULAREMIA NOS",65535
"022","ANTHRAX*",0
"022.0","CUTANEOUS ANTHRAX",65535
"022.1","PULMONARY ANTHRAX",65535
"022.2","GASTROINTESTINAL ANTHRAX",65535
"022.3","ANTHRAX SEPTICEMIA",65535
"022.8","OTHER ANTHRAX MANIFEST",65535
"022.9","ANTHRAX NOS",65535
"023","BRUCELLOSIS*",0
"023.0","BRUCELLA MELITENSIS",65535
"023.1","BRUCELLA ABORTUS",65535
"023.2","BRUCELLA SUIS",65535
"023.3","BRUCELLA CANIS",65535
"023.8","BRUCELLOSIS NEC",65535
"023.9","BRUCELLOSIS NOS",65535
"024","GLANDERS",65535
"025","MELIOIDOSIS",65535
"026","RAT-BITE FEVER*",0
"026.0","SPIRILLARY FEVER",65535
"026.1","STREPTOBACILLARY FEVER",65535
"026.9","RAT-BITE FEVER NOS",65535
"027","OTHER BACTERIAL ZOONOSES",0
"027.0","LISTERIOSIS",65535
"027.1","ERYSIPELOTHRIX INFECTION",65535
"027.2","PASTEURELLOSIS",65535
"027.8","ZOONOTIC BACT DIS NEC",65535
"027.9","ZOONOTIC BACT DIS NOS",65535
"030","LEPROSY*",0
"030.0","LEPROMATOUS LEPROSY",65535
"030.1","TUBERCULOID LEPROSY",65535
"030.2","INDETERMINATE LEPROSY",65535
"030.3","BORDERLINE LEPROSY",65535
"030.8","LEPROSY NEC",65535
"030.9","LEPROSY NOS",65535
"031","OTHER MYCOBACTERIAL DIS*",0
"031.0","PULMONARY MYCOBACTERIA",65535
"031.1","CUTANEOUS MYCOBACTERIA",65535
"031.2","DMAC BACTEREMIA",65535
"031.8","MYCOBACTERIAL DIS NEC",65535
"031.9","MYCOBACTERIAL DIS NOS",65535
"032","DIPHTHERIA*",0
"032.0","FAUCIAL DIPHTHERIA",65535
"032.1","NASOPHARYNX DIPHTHERIA",65535
"032.2","ANT NASAL DIPHTHERIA",65535
"032.3","LARYNGEAL DIPHTHERIA",65535
"032.8","OTHER DIPHTHERIA*",0
"032.81","CONJUNCTIVAL DIPHTHERIA",65535
"032.82","DIPHTHERITIC MYOCARDITIS",65535
"032.83","DIPHTHERITIC PERITONITIS",65535
"032.84","DIPHTHERITIC CYSTITIS",65535
"032.85","CUTANEOUS DIPHTHERIA",65535
"032.89","DIPHTHERIA NEC",65535
"032.9","DIPHTHERIA NOS",65535
"033","WHOOPING COUGH*",0
"033.0","BORDETELLA PERTUSSIS",65535
"033.1","BORDETELLA PARAPERTUSSIS",65535
"033.8","WHOOPING COUGH NEC",65535
"033.9","WHOOPING COUGH NOS",65535
"034","STREP THROAT/SCARLET FEV",0
"034.0","STREP SORE THROAT",65535
"034.1","SCARLET FEVER",65535
"035","ERYSIPELAS",65535
"036","MENINGOCOCCAL INFECTION*",0
"036.0","MENINGOCOCCAL MENINGITIS",65535
"036.1","MENINGOCOCC ENCEPHALITIS",65535
"036.2","MENINGOCOCCEMIA",65535
"036.3","MENINGOCOCC ADRENAL SYND",65535
"036.4","MENINGOCOCCAL CARDITIS*",0
"036.40","MENINGOCOCC CARDITIS NOS",65535
"036.41","MENINGOCOCC PERICARDITIS",65535
"036.42","MENINGOCOCC ENDOCARDITIS",65535
"036.43","MENINGOCOCC MYOCARDITIS",65535
"036.8","OTHER MENINGOCOCCAL INF*",0
"036.81","MENINGOCOCC OPTIC NEURIT",65535
"036.82","MENINGOCOCC ARTHROPATHY",65535
"036.89","MENINGOCOCCAL INFECT NEC",65535
"036.9","MENINGOCOCCAL INFECT NOS",65535
"037","TETANUS",65535
"038","SEPTICEMIA*",0
"038.0","STREPTOCOCCAL SEPTICEMIA",65535
"038.1","STAPHYLOCOCC SEPTICEMIA*",0
"038.10","STAPHYLCOCC SEPTICEM NOS",65535
"038.11","STAPH AUREUS SEPTICEMIA",65535
"038.19","STAPHYLCOCC SEPTICEM NEC",65535
"038.2","PNEUMOCOCCAL SEPTICEMIA",65535
"038.3","ANAEROBIC SEPTICEMIA",65535
"038.4","GRAM-NEG SEPTICEMIA NEC*",0
"038.40","GRAM-NEG SEPTICEMIA NOS",65535
"038.41","H. INFLUENAE SEPTICEMIA",65535
"038.42","E COLI SEPTICEMIA",65535
"038.43","PSEUDOMONAS SEPTICEMIA",65535
"038.44","SERRATIA SEPTICEMIA",65535
"038.49","GRAM-NEG SEPTICEMIA NEC",65535
"038.8","SEPTICEMIA NEC",65535
"038.9","SEPTICEMIA NOS",65535
"039","ACTINOMYCOTIC INFECTIONS",0
"039.0","CUTANEOUS ACTINOMYCOSIS",65535
"039.1","PULMONARY ACTINOMYCOSIS",65535
"039.2","ABDOMINAL ACTINOMYCOSIS",65535
"039.3","CERVICOFAC ACTINOMYCOSIS",65535
"039.4","MADURA FOOT",65535
"039.8","ACTINOMYCOSIS NEC",65535
"039.9","ACTINOMYCOSIS NOS",65535
"040","OTHER BACTERIAL DISEASES",0
"040.0","GAS GANGRENE",65535
"040.1","RHINOSCLEROMA",65535
"040.2","WHIPPLE'S DISEASE",65535
"040.3","NECROBACILLOSIS",65535
"040.41","INFANT BOTULISM",65535
"040.42","WOUND BOTULISM",65535
"040.8","BACTERIAL DISEASES NEC*",0
"040.81","TROPICAL PYOMYOSITIS",65535
"040.82","TOXIC SHOCK SYNDROME",65535
"040.89","BACTERIAL DISEASES NEC",65535
"041","BACT INF IN OTH DIS/NOS*",0
"041.0","STREPTOCOCCUS INFECT NOS",0
"041.00","STREPTOCOCCUS UNSPECF",65535
"041.01","STREPTOCOCCUS GROUP A",65535
"041.02","STREPTOCOCCUS GROUP B",65535
"041.03","STREPTOCOCCUS GROUP C",65535
"041.04","ENTEROCOCCUS GROUP D",65535
"041.05","STREPTOCOCCUS GROUP G",65535
"041.09","OTHER STREPTOCOCCUS",65535
"041.1","STAPH INFECTION NOS*",0
"041.10","STAPHYLOCOCCUS UNSPCFIED",65535
"041.11","STAPHYLOCOCCUS AUREUS",65535
"041.19","OTHER STAPHYLOCOCCUS",65535
"041.2","PNEUMOCOCCUS INFECT NOS",65535
"041.3","KLEBSIELLA INFECT NOS",65535
"041.4","E. COLI INFECT NOS",65535
"041.5","H. INFLUENZAE INFECT NOS",65535
"041.6","PROTEUS INFECTION NOS",65535
"041.7","PSEUDOMONAS INFECT NOS",65535
"041.8","BACTERIAL INFECTION NEC*",0
"041.81","MYCOPLASMA",65535
"041.82","BACTEROIDES FRAGILIS",65535
"041.83","CLOSTRIDIUM PERFRINGENS",65535
"041.84","OTHER ANAEROBES",65535
"041.85","OTH GRAM NEGATV BACTERIA",65535
"041.86","HELICOBACTER PYLORI",65535
"041.89","OTH SPECF BACTERIA",65535
"041.9","BACTERIAL INFECTION NOS",65535
"042","HUMAN IMMUNO VIRUS DIS",65535
"045","ACUTE POLIOMYELITIS*",0
"045.0","ACUTE BULBAR POLIO*",0
"045.00","AC BULBAR POLIO-TYPE NOS",65535
"045.01","AC BULBAR POLIO-TYPE 1",65535
"045.02","AC BULBAR POLIO-TYPE 2",65535
"045.03","AC BULBAR POLIO-TYPE 3",65535
"045.1","AC PARALYTIC POLIO NEC*",0
"045.10","PARAL POLIO NEC-TYPE NOS",65535
"045.11","PARAL POLIO NEC-TYPE 1",65535
"045.12","PARAL POLIO NEC-TYPE 2",65535
"045.13","PARAL POLIO NEC-TYPE 3",65535
"045.2","ACUTE NONPARALYTIC POLIO",0
"045.20","NONPARALY POLIO-TYPE NOS",65535
"045.21","NONPARALYT POLIO-TYPE 1",65535
"045.22","NONPARALYT POLIO-TYPE 2",65535
"045.23","NONPARALYT POLIO-TYPE 3",65535
"045.9","ACUTE POLIOMYELITIS NOS*",0
"045.90","AC POLIO NOS-TYPE NOS",65535
"045.91","AC POLIO NOS-TYPE 1",65535
"045.92","AC POLIO NOS-TYPE 2",65535
"045.93","AC POLIO NOS-TYPE 3",65535
"046","CNS SLOW VIRUS INFECTION",0
"046.0","KURU",65535
"046.1","JAKOB-CREUTZFELDT DIS",65535
"046.2","SUBAC SCLEROS PANENCEPH",65535
"046.3","PROG MULTIFOC LEUKOENCEP",65535
"046.8","CNS SLOW VIRUS INFEC NEC",65535
"046.9","CNS SLOW VIRUS INFEC NOS",65535
"047","ENTEROVIRAL MENINGITIS*",0
"047.0","COXSACKIE VIRUS MENING",65535
"047.1","ECHO VIRUS MENINGITIS",65535
"047.8","VIRAL MENINGITIS NEC",65535
"047.9","VIRAL MENINGITIS NOS",65535
"048","OTH ENTEROVIRAL CNS DIS",65535
"049","OTH NONARTHROPOD CNS VIR",0
"049.0","LYMPHOCYTIC CHORIOMENING",65535
"049.1","ADENOVIRAL MENINGITIS",65535
"049.8","VIRAL ENCEPHALITIS NEC",65535
"049.9","VIRAL ENCEPHALITIS NOS",65535
"050","SMALLPOX*",0
"050.0","VARIOLA MAJOR",65535
"050.1","ALASTRIM",65535
"050.2","MODIFIED SMALLPOX",65535
"050.9","SMALLPOX NOS",65535
"051","COWPOX AND PARAVACCINIA*",0
"051.0","COWPOX",65535
"051.1","PSEUDOCOWPOX",65535
"051.2","CONTAGIOUS PUSTULAR DERM",65535
"051.9","PARAVACCINIA NOS",65535
"052","CHICKENPOX*",0
"052.0","POSTVARICELLA ENCEPHALIT",65535
"052.1","VARICELLA PNEUMONITIS",65535
"052.2","POSTVARICELLA MYELITIS",65535
"052.7","VARICELLA COMPLICAT NEC",65535
"052.8","VARICELLA COMPLICAT NOS",65535
"052.9","VARICELLA UNCOMPLICATED",65535
"053","HERPES ZOSTER*",0
"053.0","HERPES ZOSTER MENINGITIS",65535
"053.1","OTH H ZOSTER NERV SYST*",0
"053.10","H ZOSTER NERV SYST NOS",65535
"053.11","GENICULATE HERPES ZOSTER",65535
"053.12","POSTHERPES TRIGEM NEURAL",65535
"053.13","POSTHERPES POLYNEUROPATH",65535
"053.14","HERPES ZOSTER MYELITIS",65535
"053.19","H ZOSTER NERV SYST NEC",65535
"053.2","HERPES ZOSTER OF EYE*",0
"053.20","HERPES ZOSTER OF EYELID",65535
"053.21","H ZOSTER KERATOCONJUNCT",65535
"053.22","H ZOSTER IRIDOCYCLITIS",65535
"053.29","HERPES ZOSTER OF EYE NEC",65535
"053.7","OTH COMPLICATED H ZOSTER",0
"053.71","H ZOSTER OTITIS EXTERNA",65535
"053.79","H ZOSTER COMPLICATED NEC",65535
"053.8","H ZOSTER COMPLICATED NOS",65535
"053.9","HERPES ZOSTER NOS",65535
"054","HERPES SIMPLEX*",0
"054.0","ECZEMA HERPETICUM",65535
"054.1","GENITAL HERPES*",0
"054.10","GENITAL HERPES NOS",65535
"054.11","HERPETIC VULVOVAGINITIS",65535
"054.12","HERPETIC ULCER OF VULVA",65535
"054.13","HERPETIC INFECT OF PENIS",65535
"054.19","GENITAL HERPES NEC",65535
"054.2","HERPETIC GINGIVOSTOMAT",65535
"054.3","HERPETIC ENCEPHALITIS",65535
"054.4","HERPES SIMPLEX OF EYE*",0
"054.40","HERPES SIMPLEX EYE NOS",65535
"054.41","HERPES SIMPLEX OF EYELID",65535
"054.42","DENDRITIC KERATITIS",65535
"054.43","H SIMPLEX KERATITIS",65535
"054.44","H SIMPLEX IRIDOCYCLITIS",65535
"054.49","HERPES SIMPLEX EYE NEC",65535
"054.5","HERPETIC SEPTICEMIA",65535
"054.6","HERPETIC WHITLOW",65535
"054.7","OTH COMPLICAT H SIMPLEX*",0
"054.71","VISCERAL HERPES SIMPLEX",65535
"054.72","H SIMPLEX MENINGITIS",65535
"054.73","H SIMPLEX OTITIS EXTERNA",65535
"054.74","HERPES SIMPLEX MYELITIS",65535
"054.79","H SIMPLEX COMPLICAT NEC",65535
"054.8","H SIMPLEX COMPLICAT NOS",65535
"054.9","HERPES SIMPLEX NOS",65535
"055","MEASLES*",0
"055.0","POSTMEASLES ENCEPHALITIS",65535
"055.1","POSTMEASLES PNEUMONIA",65535
"055.2","POSTMEASLES OTITIS MEDIA",65535
"055.7","OTH MEASLES COMPLICATION",0
"055.71","MEASLES KERATITIS",65535
"055.79","MEASLES COMPLICATION NEC",65535
"055.8","MEASLES COMPLICATION NOS",65535
"055.9","MEASLES UNCOMPLICATED",65535
"056","RUBELLA*",0
"056.0","RUBELLA W NERVE COMPL*",0
"056.00","RUBELLA NERVE COMPL NOS",65535
"056.01","RUBELLA ENCEPHALITIS",65535
"056.09","RUBELLA NERVE COMPL NEC",65535
"056.7","OTH RUBELLA COMPLICATION",0
"056.71","ARTHRITIS DUE TO RUBELLA",65535
"056.79","RUBELLA COMPLICATION NEC",65535
"056.8","RUBELLA COMPLICATION NOS",65535
"056.9","RUBELLA UNCOMPLICATED",65535
"057","OTHER VIRAL EXANTHEMATA*",0
"057.0","ERYTHEMA INFECTIOSUM",65535
"057.8","VIRAL EXANTHEMATA NEC",65535
"057.9","VIRAL EXANTHEMATA NOS",65535
"058.10","ROSEOLA INFANTUM NOS",65535
"058.11","ROSEOLA INFANT D/T HHV-6",65535
"058.12","ROSEOLA INFANT D/T HHV-7",65535
"058.21","HUMAN HERPESVIR 6 ENCEPH",65535
"058.29","HUMAN HERPESVR ENCPH NEC",65535
"058.81","HUMAN HERPESVIRUS 6 INFC",65535
"058.82","HUMAN HERPESVIRUS 7 INFC",65535
"058.89","HUMAN HERPESVIRS INF NEC",65535
"060","YELLOW FEVER*",0
"060.0","SYLVATIC YELLOW FEVER",65535
"060.1","URBAN YELLOW FEVER",65535
"060.9","YELLOW FEVER NOS",65535
"061","DENGUE",65535
"062","MOSQUIT-BORNE VIR ENCEPH",0
"062.0","JAPANESE ENCEPHALITIS",65535
"062.1","WEST EQUINE ENCEPHALITIS",65535
"062.2","EAST EQUINE ENCEPHALITIS",65535
"062.3","ST LOUIS ENCEPHALITIS",65535
"062.4","AUSTRALIAN ENCEPHALITIS",65535
"062.5","CALIFORNIA ENCEPHALITIS",65535
"062.8","MOSQUIT-BORNE ENCEPH NEC",65535
"062.9","MOSQUIT-BORNE ENCEPH NOS",65535
"063","TICK-BORNE VIRAL ENCEPH*",0
"063.0","RUSSIA SPR-SUMMER ENCEPH",65535
"063.1","LOUPING ILL",65535
"063.2","CENT EUROPE ENCEPHALITIS",65535
"063.8","TICK-BORNE ENCEPH NEC",65535
"063.9","TICK-BORNE ENCEPH NOS",65535
"064","VIR ENCEPH ARTHROPOD NEC",65535
"065","ARTHROPOD HEMORRHAG FEV*",0
"065.0","CRIMEAN HEMORRHAGIC FEV",65535
"065.1","OMSK HEMORRHAGIC FEVER",65535
"065.2","KYASANUR FOREST DISEASE",65535
"065.3","TICK-BORNE HEM FEVER NEC",65535
"065.4","MOSQUITO-BORNE HEM FEVER",65535
"065.8","ARTHROPOD HEM FEVER NEC",65535
"065.9","ARTHROPOD HEM FEVER NOS",65535
"066","OTHER ARTHROPOD VIRUS*",0
"066.0","PHLEBOTOMUS FEVER",65535
"066.1","TICK-BORNE FEVER",65535
"066.2","VENEZUELAN EQUINE FEVER",65535
"066.3","MOSQUITO-BORNE FEVER NEC",65535
"066.4","WEST NILE FEVER",0
"066.40","WEST NILE FEVER NOS",65535
"066.41","WEST NILE FEVER W/ENCEPH",65535
"066.42","WEST NILE NEURO MAN NEC",65535
"066.49","WEST NILE W COMPLIC NEC",65535
"066.8","ARTHROPOD VIRUS NEC",65535
"066.9","ARTHROPOD VIRUS NOS",65535
"070","VIRAL HEPATITIS*",0
"070.0","HEPATITIS A WITH COMA",65535
"070.1","HEPATITIS A W/O COMA",65535
"070.2","HEPATITIS B WITH COMA*",0
"070.20","HPT B ACTE COMA WO DLTA",65535
"070.21","HPT B ACTE COMA W DLTA",65535
"070.22","HPT B CHRN COMA WO DLTA",65535
"070.23","HPT B CHRN COMA W DLTA",65535
"070.3","HEPATITIS B W/O COMA*",0
"070.30","HPT B ACTE WO CM WO DLTA",65535
"070.31","HPT B ACTE WO CM W DLTA",65535
"070.32","HPT B CHRN WO CM WO DLTA",65535
"070.33","HPT B CHRN WO CM W DLTA",65535
"070.4","VIRAL HEPAT NEC W COMA*",0
"070.41","HPT C ACUTE W HEPAT COMA",65535
"070.42","HPT DLT WO B W HPT COMA",65535
"070.43","HPT E W HEPAT COMA",65535
"070.44","CHRNC HPT C W HEPAT COMA",65535
"070.49","OTH VRL HEPAT W HPT COMA",65535
"070.5","VIRAL HEPAT NEC W/O COMA",0
"070.51","HPT C ACUTE WO HPAT COMA",65535
"070.52","HPT DLT WO B WO HPT COMA",65535
"070.53","HPT E WO HEPAT COMA",65535
"070.54","CHRNC HPT C WO HPAT COMA",65535
"070.59","OTH VRL HPAT WO HPT COMA",65535
"070.6","VIRAL HEPAT NOS W COMA",65535
"070.70","HPT C W/O HEPAT COMA NOS",65535
"070.71","HPT C W HEPATIC COMA NOS",65535
"070.9","VIRAL HEPAT NOS W/O COMA",65535
"071","RABIES",65535
"072","MUMPS*",0
"072.0","MUMPS ORCHITIS",65535
"072.1","MUMPS MENINGITIS",65535
"072.2","MUMPS ENCEPHALITIS",65535
"072.3","MUMPS PANCREATITIS",65535
"072.7","OTH MUMPS COMPLICATIONS*",0
"072.71","MUMPS HEPATITIS",65535
"072.72","MUMPS POLYNEUROPATHY",65535
"072.79","MUMPS COMPLICATION NEC",65535
"072.8","MUMPS COMPLICATION NOS",65535
"072.9","MUMPS UNCOMPLICATED",65535
"073","ORNITHOSIS*",0
"073.0","ORNITHOSIS PNEUMONIA",65535
"073.7","ORNITHOSIS COMPLICAT NEC",65535
"073.8","ORNITHOSIS COMPLICAT NOS",65535
"073.9","ORNITHOSIS NOS",65535
"074","COXSACKIE VIRAL DISEASE*",0
"074.0","HERPANGINA",65535
"074.1","EPIDEMIC PLEURODYNIA",65535
"074.2","COXSACKIE CARDITIS*",0
"074.20","COXSACKIE CARDITIS NOS",65535
"074.21","COXSACKIE PERICARDITIS",65535
"074.22","COXSACKIE ENDOCARDITIS",65535
"074.23","COXSACKIE MYOCARDITIS",65535
"074.3","HAND, FOOT & MOUTH DIS",65535
"074.8","COXSACKIE VIRUS NEC",65535
"075","INFECTIOUS MONONUCLEOSIS",65535
"076","TRACHOMA*",0
"076.0","TRACHOMA, INITIAL STAGE",65535
"076.1","TRACHOMA, ACTIVE STAGE",65535
"076.9","TRACHOMA NOS",65535
"077","OTH VIRAL CONJUNCTIVITIS",0
"077.0","INCLUSION CONJUNCTIVITIS",65535
"077.1","EPIDEM KERATOCONJUNCTIV",65535
"077.2","PHARYNGOCONJUNCT FEVER",65535
"077.3","ADENOVIRAL CONJUNCT NEC",65535
"077.4","EPIDEM HEM CONJUNCTIVIT",65535
"077.8","VIRAL CONJUNCTIVITIS NEC",65535
"077.9","VIRAL CONJUNCTIVITIS NOS",0
"077.98","UNSP DS CONJUC CHLAMYDIA",65535
"077.99","UNSP DS CONJUC VIRUSES",65535
"078","OTHER VIRAL DISEASE*",0
"078.0","MOLLUSCUM CONTAGIOSUM",65535
"078.1","VIRAL WARTS*",0
"078.10","VIRAL WARTS NOS",65535
"078.11","CONDYLOMA ACUMINATUM",65535
"078.19","OTH SPECFD VIRAL WARTS",65535
"078.2","SWEATING FEVER",65535
"078.3","CAT-SCRATCH DISEASE",65535
"078.4","FOOT & MOUTH DISEASE",65535
"078.5","CYTOMEGALOVIRAL DISEASE",65535
"078.6","HEM NEPHROSONEPHRITIS",65535
"078.7","ARENAVIRAL HEM FEVER",65535
"078.8","VIRAL DISEASE NEC*",0
"078.81","EPIDEMIC VERTIGO",65535
"078.82","EPIDEMIC VOMITING SYND",65535
"078.88","OTH SPEC DIS CHLAMYDIAE",65535
"078.89","OTH SPEC DIS VIRUSES",65535
"079","VIRAL INF IN OTH DIS/NOS",0
"079.0","ADENOVIRUS INFECT NOS",65535
"079.1","ECHO VIRUS INFECT NOS",65535
"079.2","COXSACKIE VIRUS INF NOS",65535
"079.3","RHINOVIRUS INFECT NOS",65535
"079.4","HUMAN PAPILLOMAVIRUS",65535
"079.5","RETROVIRUS*",0
"079.50","RETROVIRUS, UNSPECIFIED",65535
"079.51","HTLV-1 INFECTION OTH DIS",65535
"079.52","HTLV-II INFECTN OTH DIS",65535
"079.53","HIV-2 INFECTION OTH DIS",65535
"079.59","OTH SPECFIED RETROVIRUS",65535
"079.6","RESPRTRY SYNCYTIAL VIRUS",65535
"079.8","OTH SPCF VRL CHLAMD INFC",0
"079.81","HANTAVIRUS INFECTION",65535
"079.82","SARS ASSOC CORONAVIRUS",65535
"079.83","PARVOVIRUS B19",65535
"079.88","OTH SPCF CHLAMYDIAL INFC",65535
"079.89","OTH SPECF VIRAL INFECTN",65535
"079.9","UNSPCF VRL CHLAMYDL INFC",0
"079.98","CHLAMYDIAL INFECTION NOS",65535
"079.99","VIRAL INFECTION NOS",65535
"080","LOUSE-BORNE TYPHUS",65535
"081","OTHER TYPHUS*",0
"081.0","MURINE TYPHUS",65535
"081.1","BRILL'S DISEASE",65535
"081.2","SCRUB TYPHUS",65535
"081.9","TYPHUS NOS",65535
"082","TICK-BORNE RICKETTSIOSES",0
"082.0","SPOTTED FEVERS",65535
"082.1","BOUTONNEUSE FEVER",65535
"082.2","NORTH ASIAN TICK FEVER",65535
"082.3","QUEENSLAND TICK TYPHUS",65535
"082.4","EHRLICHIOSIS*",0
"082.40","EHRLICHIOSIS NOS",65535
"082.41","EHRLICHIOSIS CHAFEENSIS",65535
"082.49","EHRLICHIOSIS NEC",65535
"082.8","TICK-BORNE RICKETTS NEC",65535
"082.9","TICK-BORNE RICKETTS NOS",65535
"083","OTHER RICKETTSIOSES*",0
"083.0","Q FEVER",65535
"083.1","TRENCH FEVER",65535
"083.2","RICKETTSIALPOX",65535
"083.8","RICKETTSIOSES NEC",65535
"083.9","RICKETTSIOSIS NOS",65535
"084","MALARIA*",0
"084.0","FALCIPARUM MALARIA",65535
"084.1","VIVAX MALARIA",65535
"084.2","QUARTAN MALARIA",65535
"084.3","OVALE MALARIA",65535
"084.4","MALARIA NEC",65535
"084.5","MIXED MALARIA",65535
"084.6","MALARIA NOS",65535
"084.7","INDUCED MALARIA",65535
"084.8","BLACKWATER FEVER",65535
"084.9","MALARIA COMPLICATED NEC",65535
"085","LEISHMANIASIS*",0
"085.0","VISCERAL LEISHMANIASIS",65535
"085.1","CUTAN LEISHMANIAS URBAN",65535
"085.2","CUTAN LEISHMANIAS ASIAN",65535
"085.3","CUTAN LEISHMANIAS ETHIOP",65535
"085.4","CUTAN LEISHMANIAS AMER",65535
"085.5","MUCOCUTAN LEISHMANIASIS",65535
"085.9","LEISHMANIASIS NOS",65535
"086","TRYPANOSOMIASIS*",0
"086.0","CHAGAS DISEASE OF HEART",65535
"086.1","CHAGAS DIS OF OTH ORGAN",65535
"086.2","CHAGAS DISEASE NOS",65535
"086.3","GAMBIAN TRYPANOSOMIASIS",65535
"086.4","RHODESIAN TRYPANOSOMIAS",65535
"086.5","AFRICAN TRYPANOSOMA NOS",65535
"086.9","TRYPANOSOMIASIS NOS",65535
"087","RELAPSING FEVER*",0
"087.0","LOUSE-BORNE RELAPS FEVER",65535
"087.1","TICK-BORNE RELAPS FEVER",65535
"087.9","RELAPSING FEVER NOS",65535
"088","OTH ARTHROPOD-BORNE DIS*",0
"088.0","BARTONELLOSIS",65535
"088.8","ARTHROPOD-BORNE DIS NEC*",0
"088.81","LYME DISEASE",65535
"088.82","BABESIOSIS",65535
"088.89","OTH ARTHROPOD-BORNE DIS",65535
"088.9","ARTHROPOD-BORNE DIS NOS",65535
"090","CONGENITAL SYPHILIS*",0
"090.0","EARLY CONG SYPH SYMPTOM",65535
"090.1","EARLY CONGEN SYPH LATENT",65535
"090.2","EARLY CONGEN SYPH NOS",65535
"090.3","SYPHILITIC KERATITIS",65535
"090.4","JUVENILE NEUROSYPHILIS*",0
"090.40","JUVENILE NEUROSYPH NOS",65535
"090.41","CONGEN SYPH ENCEPHALITIS",65535
"090.42","CONGEN SYPH MENINGITIS",65535
"090.49","JUVENILE NEUROSYPH NEC",65535
"090.5","LATE CONGEN SYPH SYMPTOM",65535
"090.6","LATE CONGEN SYPH LATENT",65535
"090.7","LATE CONGEN SYPH NOS",65535
"090.9","CONGENITAL SYPHILIS NOS",65535
"091","EARLY SYMPTOMATIC SYPHIL",0
"091.0","PRIMARY GENITAL SYPHILIS",65535
"091.1","PRIMARY ANAL SYPHILIS",65535
"091.2","PRIMARY SYPHILIS NEC",65535
"091.3","SECONDARY SYPH SKIN",65535
"091.4","SYPHILITIC ADENOPATHY",65535
"091.5","SYPHILITIC UVEITIS*",0
"091.50","SYPHILITIC UVEITIS NOS",65535
"091.51","SYPHILIT CHORIORETINITIS",65535
"091.52","SYPHILITIC IRIDOCYCLITIS",65535
"091.6","SECOND SYPH VISCERA/BONE",0
"091.61","SYPHILITIC PERIOSTITIS",65535
"091.62","SYPHILITIC HEPATITIS",65535
"091.69","SECOND SYPH VISCERA NEC",65535
"091.7","SECOND SYPHILIS RELAPSE",65535
"091.8","OTH SECONDARY SYPHILIS*",0
"091.81","ACUTE SYPHIL MENINGITIS",65535
"091.82","SYPHILITIC ALOPECIA",65535
"091.89","SECONDARY SYPHILIS NEC",65535
"091.9","SECONDARY SYPHILIS NOS",65535
"092","EARLY SYPHILIS LATENT*",0
