Ingredient|DF;Route||Trade_Name|Applicant|Strength|Appl_Type|Appl_No|Product_No|TE_Code|Approval_Date|RLD|Type|Applicant_Full_Name
ACETAMINOPHEN,CODEINE PHOSPHATE|CAPSULE|ORAL|PHENAPHEN W/ CODEINE NO. 3|ROBINS AH|325MG,30MG|A|084445|001||Approved Prior to Jan 1, 1982|No|DISCN|AH ROBINS CO
ACETAMINOPHEN,CODEINE PHOSPHATE|CAPSULE|ORAL|PHENAPHEN W/ CODEINE NO. 4|ROBINS AH|325MG,60MG|A|084446|001||Approved Prior to Jan 1, 1982|No|DISCN|AH ROBINS CO
ACETAMINOPHEN,CODEINE PHOSPHATE|CAPSULE|ORAL|PROVAL #3|SOLVAY|325MG,30MG|A|085685|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
ACETAMINOPHEN,CODEINE PHOSPHATE|CAPSULE|ORAL|TYLENOL W/ CODEINE NO. 3|ORTHO MCNEIL PHARM|300MG,30MG|A|087422|001||Approved Prior to Jan 1, 1982|No|DISCN|ORTHO MCNEIL PHARMACEUTICAL INC
ACETAMINOPHEN,CODEINE PHOSPHATE|CAPSULE|ORAL|TYLENOL W/ CODEINE NO. 4|ORTHO MCNEIL PHARM|300MG,60MG|A|087421|001||Approved Prior to Jan 1, 1982|No|DISCN|ORTHO MCNEIL PHARMACEUTICAL INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ACTAVIS MID ATLANTIC|120MG/5ML,12MG/5ML|A|085861|001|AA|Approved Prior to Jan 1, 1982|Yes|RX|ACTAVIS MID ATLANTIC LLC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|CLONMEL|120MG/5ML,12MG/5ML|A|040098|001||Sep 20, 1996|No|DISCN|CLONMEL HEALTHCARE
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|HI TECH PHARMA|120MG/5ML,12MG/5ML|A|040119|001|AA|Apr 26, 1996|No|RX|HI TECH PHARMACAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MIKART|120MG/5ML,12MG/5ML|A|089450|001|AA|Oct 27, 1992|No|RX|MIKART INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MORTON GROVE|120MG/5ML,12MG/5ML|A|087006|001|AA|Approved Prior to Jan 1, 1982|No|RX|MORTON GROVE PHARMACEUTICALS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|PHARM ASSOC|120MG/5ML,12MG/5ML|A|087508|001|AA|Approved Prior to Jan 1, 1982|No|RX|PHARMACEUTICAL ASSOC INC DIV BEACH PRODUCTS
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|120MG/5ML,12MG/5ML|A|086366|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SOLUTION|ORAL|TYLENOL W/ CODEINE|ORTHO MCNEIL PHARM|120MG/5ML,12MG/5ML|A|085057|001||Approved Prior to Jan 1, 1982|No|DISCN|ORTHO MCNEIL PHARMACEUTICAL INC
ACETAMINOPHEN,CODEINE PHOSPHATE|SUSPENSION|ORAL|CAPITAL AND CODEINE|ACTAVIS MID ATLANTIC|120MG/5ML,12MG/5ML|A|085883|001|AA|Approved Prior to Jan 1, 1982|No|RX|ACTAVIS MID ATLANTIC LLC
ACETAMINOPHEN,CODEINE PHOSPHATE|SUSPENSION|ORAL|CAPITAL AND CODEINE|VALEANT|120MG/5ML,12MG/5ML|A|086024|001|AA|Approved Prior to Jan 1, 1982|Yes|RX|VALEANT PHARMACEUTICALS INTERNATIONAL
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ABLE|300MG,30MG|A|040452|001||Aug 1, 2002|No|DISCN|ABLE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ABLE|300MG,60MG|A|040459|001||Aug 1, 2002|No|DISCN|ABLE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,15MG|A|089478|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,15MG|A|089481|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,30MG|A|089479|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,30MG|A|089482|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,60MG|A|089480|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AM THERAP|300MG,60MG|A|089483|001||Mar 3, 1987|No|DISCN|AMERICAN THERAPEUTICS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|AMNEAL PHARMS NY|300MG,30MG|A|040779|001|AA|May 29, 2008|No|RX|AMNEAL PHARMACEUTICALS NY LLC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,15MG|A|040223|001|AA|Nov 18, 1997|Yes|RX|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,15MG|A|088353|001||Feb 6, 1984|No|DISCN|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,30MG|A|040223|002|AA|Nov 18, 1997|No|RX|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,30MG|A|088354|001||Feb 6, 1984|No|DISCN|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,60MG|A|040223|003|AA|Nov 18, 1997|No|RX|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|DURAMED PHARMS BARR|300MG,60MG|A|088355|001||Feb 6, 1984|No|DISCN|DURAMED PHARMACEUTICALS INC SUB BARR LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|EVERYLIFE|325MG,30MG|A|085217|001||Approved Prior to Jan 1, 1982|No|DISCN|EVERYLIFE
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|HALSEY|300MG,15MG|A|083871|001||Approved Prior to Jan 1, 1982|No|DISCN|HALSEY DRUG CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|HALSEY|300MG,30MG|A|083872|001||Approved Prior to Jan 1, 1982|No|DISCN|HALSEY DRUG CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|HALSEY|300MG,60MG|A|086549|001||Approved Prior to Jan 1, 1982|No|DISCN|HALSEY DRUG CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|KV PHARM|300MG,30MG|A|085288|001||Approved Prior to Jan 1, 1982|No|DISCN|KV PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|KV PHARM|300MG,60MG|A|085365|001||Approved Prior to Jan 1, 1982|No|DISCN|KV PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|KV PHARM|325MG,15MG|A|085364|001||Approved Prior to Jan 1, 1982|No|DISCN|KV PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|KV PHARM|325MG,45MG |A|085363|001||Approved Prior to Jan 1, 1982|No|DISCN|KV PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|LEDERLE|300MG,30MG|A|087141|001||Approved Prior to Jan 1, 1982|No|DISCN|LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MALLINCKRODT|300MG,15MG|A|040419|001|AA|May 31, 2001|No|RX|MALLINCKRODT INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MALLINCKRODT|300MG,30MG|A|040419|002|AA|May 31, 2001|No|RX|MALLINCKRODT INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MALLINCKRODT|300MG,60MG|A|040419|003|AA|May 31, 2001|No|RX|MALLINCKRODT INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MIKART|300MG,30MG|A|089238|001|AA|Feb 25, 1986|No|RX|MIKART INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MIKART|300MG,60MG|A|089244|001||Feb 25, 1986|No|DISCN|MIKART INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MIKART|650MG,30MG|A|089231|001||Mar 3, 1986|Yes|RX|MIKART INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MIKART|650MG,60MG|A|089363|001||Sep 9, 1991|Yes|RX|MIKART INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,15MG|A|085795|001||Approved Prior to Jan 1, 1982|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,15MG|A|089671|001||Feb 10, 1988|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,30MG|A|085794|001||Approved Prior to Jan 1, 1982|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,30MG|A|089672|001||Feb 10, 1988|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,60MG|A|087653|001||Apr 13, 1982|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|MUTUAL PHARM|300MG,60MG|A|089673|001||Feb 10, 1988|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|PHARMERAL|300MG,30MG|A|087762|001||Dec 10, 1982|No|DISCN|PHARMERAL INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|PUREPAC PHARM|300MG,30MG|A|086681|001||Approved Prior to Jan 1, 1982|No|DISCN|PUREPAC PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|PUREPAC PHARM|300MG,30MG|A|089080|001||Jul 17, 1986|No|DISCN|PUREPAC PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|PUREPAC PHARM|300MG,60MG|A|086683|001||Approved Prior to Jan 1, 1982|No|DISCN|PUREPAC PHARMACEUTICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|RANBAXY|300MG,30MG|A|085868|001|AA|Approved Prior to Jan 1, 1982|No|RX|RANBAXY PHARMACEUTICALS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|RANBAXY|300MG,60MG|A|087083|001|AA|Approved Prior to Jan 1, 1982|No|RX|RANBAXY PHARMACEUTICALS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|300MG,15MG|A|084659|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|300MG,30MG|A|084656|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|300MG,60MG|A|084667|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|500MG,15MG|A|089511|001||Apr 25, 1989|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|500MG,30MG|A|089512|001||Apr 25, 1989|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|ROXANE|500MG,60MG|A|089513|001||Apr 25, 1989|No|DISCN|ROXANE LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,15MG|A|087433|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,30MG|A|081250|001||Jul 16, 1992|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,30MG|A|085291|002||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,30MG|A|085917|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,60MG|A|081249|001||Jul 16, 1992|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,60MG|A|085964|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SANDOZ|300MG,60MG|A|087423|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SUPERPHARM|300MG,15MG|A|089183|001||Oct 18, 1985|No|DISCN|SUPERPHARM CORP
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SUPERPHARM|300MG,30MG|A|089184|001||Oct 18, 1985|No|DISCN|SUPERPHARM CORP
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SUPERPHARM|300MG,30MG|A|089253|001||May 19, 1986|No|DISCN|SUPERPHARM CORP
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SUPERPHARM|300MG,60MG|A|089185|001||Oct 18, 1985|No|DISCN|SUPERPHARM CORP
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|SUPERPHARM|300MG,60MG|A|089254|001||May 19, 1986|No|DISCN|SUPERPHARM CORP
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|TEVA|300MG,15MG|A|088627|001|AA|Mar 6, 1985|No|RX|TEVA PHARMACEUTICALS USA INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|TEVA|300MG,30MG|A|088628|001|AA|Mar 6, 1985|No|RX|TEVA PHARMACEUTICALS USA INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|TEVA|300MG,60MG|A|088629|001|AA|Mar 6, 1985|Yes|RX|TEVA PHARMACEUTICALS USA INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|USL PHARMA|300MG,30MG|A|087919|001||Jun 22, 1982|No|DISCN|USL PHARMA INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|USL PHARMA|300MG,60MG|A|087920|001||Jun 22, 1982|No|DISCN|USL PHARMA INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|VALEANT PHARM INTL|300MG,30MG|A|085896|001||Approved Prior to Jan 1, 1982|No|DISCN|VALEANT PHARMACEUTICALS INTERNATIONAL
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|VINTAGE|300MG,15MG|A|089990|001|AA|Sep 30, 1988|No|RX|VINTAGE PHARMACEUTICALS LLC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|VINTAGE|300MG,30MG|A|089805|001|AA|Sep 30, 1988|No|RX|VINTAGE PHARMACEUTICALS LLC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|VINTAGE PHARMS|300MG,60MG|A|089828|001|AA|Sep 30, 1988|No|RX|VINTAGE PHARMACEUTICALS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|VITARINE|300MG,30MG|A|085676|001||Approved Prior to Jan 1, 1982|No|DISCN|VITARINE PHARMACEUTICALS INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WARNER CHILCOTT|300MG,15MG|A|085992|001||Approved Prior to Jan 1, 1982|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WARNER CHILCOTT|300MG,30MG|A|085218|002||Approved Prior to Jan 1, 1982|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WARNER CHILCOTT|300MG,60MG|A|087306|001||Approved Prior to Jan 1, 1982|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,15MG|A|087277|001||May 26, 1982|No|DISCN|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,15MG|A|089997|001|AA|Dec 28, 1994|No|RX|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,30MG|A|087276|001||May 26, 1982|No|DISCN|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,30MG|A|089998|001|AA|Dec 28, 1994|No|RX|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,60MG|A|087275|001||May 26, 1982|No|DISCN|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS|300MG,60MG|A|089999|001|AA|Dec 28, 1994|No|RX|WATSON LABORATORIES INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS FLORIDA|300MG,15MG|A|040443|001|AA|Jan 22, 2003|No|RX|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS FLORIDA|300MG,30MG|A|040443|002|AA|Jan 22, 2003|No|RX|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WATSON LABS FLORIDA|300MG,60MG|A|040443|003|AA|Jan 22, 2003|No|RX|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WHITEWORTH TOWN PLSN|300MG,30MG|A|084360|001||Approved Prior to Jan 1, 1982|No|DISCN|WHITEWORTH TOWNE PAULSEN INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|ACETAMINOPHEN AND CODEINE PHOSPHATE|WHITEWORTH TOWN PLSN|300MG,60MG|A|085607|001||Approved Prior to Jan 1, 1982|No|DISCN|WHITEWORTH TOWNE PAULSEN INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|CAPITAL AND CODEINE|CARNRICK|325MG,30MG|A|083643|001||Approved Prior to Jan 1, 1982|No|DISCN|CARNRICK LABORATORIES INC DIV GW CARNRICK CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|CODRIX|WATSON LABS FLORIDA|500MG,15MG|A|040447|001||Feb 26, 2003|No|DISCN|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|CODRIX|WATSON LABS FLORIDA|500MG,30MG|A|040441|001||Mar 27, 2003|No|DISCN|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|CODRIX|WATSON LABS FLORIDA|500MG,60MG|A|040488|001||Mar 28, 2003|No|DISCN|WATSON LABORATORIES INC FLORIDA
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|EMPRACET W/ CODEINE PHOSPHATE #3|GLAXOSMITHKLINE|300MG,30MG|A|083951|001||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|EMPRACET W/ CODEINE PHOSPHATE #4|GLAXOSMITHKLINE|300MG,60MG|A|083951|002||Approved Prior to Jan 1, 1982|No|DISCN|GLAXOSMITHKLINE
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|PAPA-DEINE #3|VANGARD|300MG,30MG|A|088037|001||Mar 20, 1984|No|DISCN|VANGARD LABORATORIES INC DIV MIDWAY MEDICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|PAPA-DEINE #4|VANGARD|300MG,60MG|A|088715|001||Mar 20, 1984|No|DISCN|VANGARD LABORATORIES INC DIV MIDWAY MEDICAL CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|PHENAPHEN-650 W/ CODEINE|ROBINS AH|650MG,30MG|A|085856|001||Approved Prior to Jan 1, 1982|No|DISCN|AH ROBINS CO
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|TYLENOL W/ CODEINE|ORTHO MCNEIL PHARM|325MG,15MG|A|085056|002||Approved Prior to Jan 1, 1982|No|DISCN|ORTHO MCNEIL PHARMACEUTICAL INC
ACETAMINOPHEN,CODEINE PHOSPHATE|TABLET|ORAL|TYLENOL W/ CODEINE|ORTHO MCNEIL PHARM|325MG,30MG|A|085056|003||Approved Prior to Jan 1, 1982|No|DISCN|ORTHO MCNEIL PHARMACEUTICAL INC
